Event,White,Black,Result,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,TimeControl,Termination,AN
 Classical ,Tvjohn2,TimeTravel_00,0-1,1674,1832,-7.0,7.0,B22,600+0,Normal,1. e4 { [%eval 0.21] } 1... c5 { [%eval 0.3] } 2. c3 { [%eval 0.24] } 2... Nc6 { [%eval 0.14] } 3. d4 { [%eval 0.3] } 3... cxd4 { [%eval 0.29] } 4. cxd4 { [%eval 0.31] } 4... e6 { [%eval 0.42] } 5. Bb5?! { [%eval -0.19] } 5... Qa5+ { [%eval 0.08] } 6. Nc3 { [%eval 0.14] } 6... Bb4 { [%eval 0.12] } 7. Bxc6 { [%eval -0.14] } 7... bxc6 { [%eval -0.03] } 8. Bd2 { [%eval -0.03] } 8... Ba6 { [%eval -0.1] } 9. a3?! { [%eval -0.75] } 9... Bxc3 { [%eval -0.75] } 10. Bxc3 { [%eval -0.61] } 10... Qg5 { [%eval -0.67] } 11. Qf3 { [%eval -0.63] } 11... Ne7?! { [%eval -0.13] } 12. Ne2?! { [%eval -0.71] } 12... O-O?! { [%eval 0.03] } 13. O-O { [%eval -0.36] } 13... f5 { [%eval -0.47] } 14. Rfe1 { [%eval -0.36] } 14... fxe4 { [%eval -0.3] } 15. Qxe4 { [%eval -0.38] } 15... Rae8 { [%eval -0.17] } 16. Nf4?? { [%eval -3.83] } 16... Rf5?? { [%eval -0.13] } 17. Nh3 { [%eval -0.13] } 17... Qg6 { [%eval 0.0] } 18. Re3 { [%eval -0.39] } 18... Bc4 { [%eval -0.02] } 19. Rg3 { [%eval 0.0] } 19... Qf7 { [%eval -0.11] } 20. d5? { [%eval -1.14] } 20... g6?? { [%eval 3.2] } 21. Qxc4 { [%eval 2.98] } 21... exd5?? { [%eval 7.63] } 22. Qd4 { [%eval 7.51] } 22... Rf6? { [%eval 8.56] } 23. Ng5?! { [%eval 8.06] } 23... Nf5 { [%eval 7.93] } 24. Nxf7 { [%eval 7.87] } 24... Nxd4 { [%eval 7.66] } 25. Bxd4?? { [%eval 3.46] } 25... Rxf7 { [%eval 3.22] } 26. Bxa7 { [%eval 3.39] } 26... Re2?! { [%eval 4.27] } 27. b4 { [%eval 4.03] } 27... h5? { [%eval 6.08] } 28. h3? { [%eval 4.74] } 28... Kg7?! { [%eval 5.38] } 29. Kf1 { [%eval 5.13] } 29... Rc2 { [%eval 5.48] } 30. a4 { [%eval 5.45] } 30... d6?! { [%eval 6.35] } 31. Bd4+ { [%eval 6.35] } 31... Kh7 { [%eval 6.43] } 32. a5 { [%eval 6.2] } 32... Rc4 { [%eval 5.81] } 33. Bb6 { [%eval 5.33] } 33... Rxb4 { [%eval 5.25] } 34. Rf3 { [%eval 5.02] } 34... Re7? { [%eval 6.14] } 35. Bd8? { [%eval 4.71] } 35... Ra7?! { [%eval 5.29] } 36. Re3 { [%eval 5.19] } 36... Kh6?! { [%eval 6.08] } 37. a6 { [%eval 5.58] } 37... d4? { [%eval 7.71] } 38. Re7 { [%eval 7.45] } 38... Ra8 { [%eval 7.24] } 39. Rb7?? { [%eval -4.12] } 39... Rxb7 { [%eval -4.01] } 40. axb7 { [%eval -4.24] } 40... Rxa1+ { [%eval -4.0] } 41. Ke2 { [%eval -3.79] } 41... Rb1 { [%eval -3.79] } 0-1
 Classical ,MarioFerrada,Almaz1981,0-1,1352,1863,-3.0,2.0,C41,900+0,Normal,1. e4 e5 2. Nf3 d6 3. d4 Bg4 4. d5 h6 5. Be2 Nf6 6. Nc3 c6 7. O-O Be7 8. h3 Bxf3 9. Bxf3 O-O 10. Be3 cxd5 11. Nxd5 Nxd5 12. Qxd5 Nc6 13. c3 Bf6 14. b4 Qc7 15. g4 Ne7 16. c4 Nxd5 17. cxd5 b6 18. Rac1 Qb7 19. b5 Rfc8 20. Rc6 Rxc6 21. bxc6 Qa6 22. Rc1 Qxa2 23. c7 Rc8 24. Kg2 Qb2 25. Rc6 Bh4 26. Rc4 a5 27. Rc6 b5 28. Bb6 a4 29. Rxd6 Kh7 30. Kf1 a3 31. Rd8 Rxc7 32. Bxc7 Bxd8 33. d6 a2 34. Bxd8 a1=Q+ 35. Kg2 Qd2 36. Bc7 Qab2 37. h4 Qxf2+ 38. Kh1 Qxf3+ 39. Kg1 Qbg2# 0-1
 Classical ,MRChessz,lizzo81,0-1,1680,1858,-6.0,6.0,A01,300+5,Normal,1. b3 e5 2. Nf3 d6 3. Bb2 Bg4 4. e3 Nc6 5. Be2 Bxf3 6. Bxf3 Nge7 7. O-O f5 8. Bh5+ g6 9. Be2 Bg7 10. f4 O-O 11. fxe5 Bxe5 12. Bxe5 Nxe5 13. Nc3 N7c6 14. d4 Nf7 15. Bf3 Qd7 16. Nd5 Ng5 17. Nf6+ Rxf6 18. Bxc6 Qxc6 19. c4 Ne4 20. d5 Qc5 21. Rf4 Qxe3+ 0-1
 Classical ,agustincfco,sashu2014,0-1,1682,1843,-6.0,20.0,C26,900+0,Normal,1. e4 e5 2. Bc4 Nf6 3. Nc3 Bb4 4. a3 Bxc3 5. bxc3 Nxe4 6. Bb2 d5 7. Bb5+ c6 8. Ba4 Qg5 9. Qf3 Qxd2+ 0-1
 Classical ,necke,ignaciofdez,1-0,1683,1818,16.0,-15.0,C24,300+8,Normal,1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 Nc6 5. c3 d6 6. d4 Be7 7. Ng5+ Ke8 8. O-O Bg4 9. Qb3 Bh5 10. Qxb7 Qd7 11. Qxa8+ Nd8 12. dxe5 Ng4 13. exd6 Bxd6 14. e5 Bxe5 15. Qe4 Nf7 16. f3 Nf6 17. Qe2 Kd8 18. Rd1 Bd6 19. Nxf7+ Qxf7 20. Bg5 Re8 21. Bxf6+ Qxf6 22. Qb5 Kc8 23. Na3 Bxa3 24. bxa3 Qxc3 25. Rab1 Re1+ 26. Rxe1 Qd4+ 27. Kh1 Bg6 28. Qb8+ Kd7 29. Rbd1 1-0
 Classical ,DGlum78,thejas,1/2-1/2,1687,1812,4.0,-4.0,B40,600+0,Normal,1. e4 e6 2. Nf3 c5 3. Bc4 a6 4. h3 b5 5. Be2 Bb7 6. d3 Nc6 7. a3 Qc7 8. O-O Bd6 9. g3 Nge7 10. d4 cxd4 11. Nxd4 Nxd4 12. Qxd4 O-O 13. Bf3 Ng6 14. c3 Bxg3 15. fxg3 Qxg3+ 16. Bg2 Nh4 17. Qf2 Qxg2+ 18. Qxg2 Nxg2 19. Kxg2 Bxe4+ 20. Kh2 f5 21. Nd2 Bc6 22. c4 g6 23. cxb5 axb5 24. b4 f4 25. Nb3 f3 26. Kg3 f2 27. Rxf2 Rxf2 28. Kxf2 Rf8+ 29. Kg3 Rf3+ 30. Kh2 Rxb3 31. Bh6 Kf7 32. Rf1+ Rf3 33. Rxf3+ Bxf3 34. Kg3 Be4 35. Kf4 Bf5 36. Ke5 d5 37. h4 Bc2 38. Bg5 h5 39. Bh6 Bb3 40. Bg5 Bc4 41. Bh6 d4 42. Kxd4 Ke7 43. Ke5 Kd7 44. Bg5 Kc6 45. Kf6 Kd5 46. Kxg6 Be2 47. Kf6 e5 48. Be3 e4 49. Kf5 Bf3 50. Kf4 Kc4 51. Bc1 Kc3 52. Ke3 Kc2 53. Bd2 Kb2 54. Be1 Kxa3 55. Bd2 Kb3 56. Be1 Kc4 57. Bd2 Kb3 58. Be1 Kc2 59. Bd2 Kd1 60. Bc3 Kc2 61. Bd2 Kb3 1/2-1/2
 Classical ,Panter93,aticia,0-1,1630,2116,-2.0,2.0,A48,300+8,Normal,1. d4 Nf6 2. Nf3 g6 3. Bg5 Bg7 4. e3 h6 5. Bh4 O-O 6. Bd3 d6 7. O-O Nbd7 8. c4 e5 9. dxe5 dxe5 10. Qc2 Nc5 11. Bxf6 Qxf6 12. Be2 Bf5 13. Qd2 Rad8 14. Qb4 b6 15. Nc3 a5 16. Qa3 Be6 17. e4 c6 18. b4 axb4 19. Qxb4 Nd3 20. Qxb6 Bxc4 21. Bxd3 Rxd3 22. Na4 Bb5 23. Nc5 Rxf3 24. Nd7 Qg5 25. Nxf8 Bxf1 26. Rxf1 Bxf8 27. h4 Qg4 28. Qd8 Rh3 29. a4 Rxh4 30. a5 Qf4 31. g3 Rg4 32. a6 Kg7 33. a7 Bc5 34. a8=Q Qxg3+ 35. Kh1 Qh3# 0-1
 Classical ,KingOnTheRun,Corvalan,1/2-1/2,1686,1804,4.0,-4.0,C31,300+5,Normal,1. e4 e5 2. f4 d5 3. d3 dxe4 4. g3 Bc5 5. fxe5 Ne7 6. dxe4 Qxd1+ 7. Kxd1 Be6 8. Nc3 Nbc6 9. Nge2 O-O-O+ 10. Ke1 Nxe5 11. Nf4 Ng4 12. Nxe6 fxe6 13. Bg5 Rd7 14. Rd1 a6 15. Bh3 Rxd1+ 16. Nxd1 h5 17. Ke2 Nc6 18. c3 Rf8 19. Bxg4 hxg4 20. Rf1 Ne5 21. Rxf8+ Bxf8 22. Bf4 Nf3 23. Ne3 e5 24. Nxg4 exf4 25. Kxf3 fxg3 26. hxg3 Kd7 27. a4 Ke6 28. Kf4 c6 29. e5 Bc5 30. b4 Bb6 31. Kg5 Bc7 32. Kf4 b6 33. c4 b5 34. axb5 axb5 35. c5 Bb8 36. Ke4 Bc7 37. Kd4 Bb8 38. Ke4 Bc7 39. Kf4 Bb8 40. Ke4 Bc7 41. Kd4 Bb8 42. Ke4 Bc7 43. Kf4 Bb8 44. Ke4 Bc7 45. Kf4 Bb8 46. Ke4 Bc7 47. Kd4 Bb8 48. Ke4 Bc7 49. Kd4 Bb8 50. Ke4 Bc7 51. Kf4 Bb8 52. Ke4 Bc7 53. Kf4 Bb8 54. Ke4 Bc7 55. Kd4 Bb8 56. Ke4 Bc7 57. Kd4 Bb8 58. Ke4 Bc7 59. Kf4 Bb8 60. Ke4 Bc7 61. Kf4 Bb8 62. Ke4 Bc7 63. Kd4 Bb8 64. Ke4 Bc7 65. Kd4 Bb8 66. Ke4 Bc7 67. Kf4 Bb8 68. Ke4 Bc7 69. Kf4 Bb8 70. Ke4 Bc7 71. Kd4 Bb8 72. Ke4 Bc7 73. Kd4 Bb8 1/2-1/2
 Classical ,chaesun,Chess_ninja,0-1,1695,1847,-6.0,6.0,B02,600+10,Time forfeit,1. e4 Nf6 2. e5 Nd5 3. Bc4 Nb6 4. Bb3 c5 5. d3 Nc6 6. Nf3 g6 7. O-O Bg7 8. Bf4 O-O 9. Re1 d5 10. c3 Bf5 11. Na3 Be6 12. Qd2 c4 13. dxc4 dxc4 14. Bc2 Qxd2 15. Bxd2 Rfd8 16. Rad1 Bg4 17. Be4 Nxe5 18. Bxb7 Rab8 19. Be4 Bxf3 20. Bxf3 Nxf3+ 21. gxf3 e6 22. Nb5 Rd7 23. Bf4 Rbd8 24. Rxd7 Rxd7 25. Nd6 e5 26. Bxe5 Bxe5 27. Rxe5 Rxd6 28. Re8+ Kg7 29. Kg2 Rd2 30. Re7 a5 31. Rb7 Rxb2 0-1
 Classical ,MONOMANE,Kamran447,0-1,1655,1878,-5.0,5.0,C41,600+0,Normal,1. e4 e5 2. Nf3 d6 3. d4 exd4 4. Nxd4 Nf6 5. Nc3 Be7 6. Be3 O-O 7. h4 c5 8. Nf5 Nc6 9. Nxe7+ Qxe7 10. Bd3 Be6 11. g4 d5 12. g5 Bg4 13. Qd2 dxe4 14. gxf6 Qxf6 15. Nxe4 Qxb2 16. O-O Rad8 17. Rab1 Qxa2 18. Rxb7 Ne5 19. Nxc5 Nf3+ 20. Kg2 Nxd2 21. Bxd2 Qd5+ 0-1
 Classical ,Cicuta,chwilliams1,0-1,1685,1835,-6.0,40.0,C40,600+0,Time forfeit,1. e4 { [%eval 0.29] } 1... e5 { [%eval 0.26] } 2. Nf3 { [%eval 0.22] } 2... Bc5?! { [%eval 1.17] } 3. Bc4?! { [%eval 0.43] } 3... Qe7 { [%eval 0.47] } 4. O-O { [%eval 0.72] } 4... h6?! { [%eval 1.24] } 5. c3 { [%eval 0.81] } 5... Nf6? { [%eval 2.28] } 6. Re1? { [%eval 0.38] } 6... Ng4? { [%eval 2.72] } 7. d4 { [%eval 2.81] } 7... exd4 { [%eval 3.06] } 8. cxd4 { [%eval 3.05] } 8... Bb4 { [%eval 3.19] } 9. Nc3 { [%eval 3.05] } 9... O-O?! { [%eval 3.93] } 10. a3? { [%eval 2.42] } 10... Ba5?! { [%eval 3.31] } 11. b4 { [%eval 3.39] } 11... Bb6 { [%eval 3.32] } 12. Nd5 { [%eval 2.97] } 12... Qd8 { [%eval 2.97] } 13. Nd2?? { [%eval -0.84] } 13... d6? { [%eval 1.37] } 14. Be2? { [%eval -1.56] } 14... Nxf2 { [%eval -1.52] } 15. Kxf2? { [%eval -3.34] } 15... Bxd4+ { [%eval -3.34] } 16. Kf1?? { [%eval #-3] } 16... Bxa1?? { [%eval -3.22] } 17. Kg1 { [%eval -3.3] } 17... Bd4+ { [%eval -3.17] } 18. Kh1 { [%eval -3.19] } 18... c6 { [%eval -3.31] } 19. Nf4 { [%eval -3.24] } 19... Be5 { [%eval -3.13] } 20. Nc4 { [%eval -3.23] } 20... Qf6 { [%eval -2.79] } 21. Nh5 { [%eval -3.11] } 21... Qh4 { [%eval -3.06] } 22. g3?? { [%eval -8.47] } 22... Qxe4+ { [%eval -8.43] } 23. Bf3 { [%eval -8.25] } 23... Qxc4 { [%eval -8.23] } 24. Bg4? { [%eval -21.26] } 24... Bd7? { [%eval -8.84] } 25. Bxd7?! { [%eval -9.71] } 25... Qd5+?? { [%eval -3.88] } 26. Kg1?? { [%eval -13.08] } 26... Qxd1 { [%eval -9.58] } 27. Rxd1 { [%eval -9.62] } 27... Nxd7 { [%eval -9.42] } 28. Bf4 { [%eval -9.43] } 28... Bxf4 { [%eval -9.34] } 29. gxf4 { [%eval -9.59] } 29... d5 { [%eval -9.54] } 30. Kh1 { [%eval -10.34] } 30... g6 { [%eval -10.2] } 31. Ng3 { [%eval -10.12] } 31... Nf6 { [%eval -9.96] } 32. f5 { [%eval -9.73] } 32... Ne4 { [%eval -9.58] } 33. Rf1 { [%eval -10.52] } 33... Nxg3+ { [%eval -10.44] } 34. hxg3 { [%eval -10.37] } 34... Rae8 { [%eval -10.17] } 35. g4 { [%eval -10.9] } 35... Re2 { [%eval -10.62] } 36. fxg6 { [%eval -12.44] } 36... fxg6 { [%eval -12.2] } 37. Rxf8+?! { [%eval #-8] } 37... Kxf8 { [%eval #-7] } 38. Kg1 { [%eval #-7] } 38... Kf7 { [%eval #-26] } 39. Kf1 { [%eval -123.09] } 39... Ra2 { [%eval -50.34] } 0-1
 Classical ,Alex_Jikai,sidinhsouza,0-1,1617,1813,-5.0,21.0,B20,600+0,Normal,1. e4 { [%eval 0.18] } 1... c5 { [%eval 0.35] } 2. Bc4 { [%eval -0.06] } 2... e6 { [%eval 0.04] } 3. Nf3 { [%eval 0.04] } 3... Be7 { [%eval 0.21] } 4. Nc3 { [%eval 0.2] } 4... a6 { [%eval 0.26] } 5. h3 { [%eval -0.2] } 5... d6 { [%eval 0.0] } 6. d4 { [%eval -0.14] } 6... cxd4 { [%eval 0.08] } 7. Nxd4 { [%eval -0.01] } 7... Nd7? { [%eval 1.37] } 8. Qf3? { [%eval -0.48] } 8... Ngf6 { [%eval 0.01] } 9. Bd3 { [%eval -0.04] } 9... O-O { [%eval -0.01] } 10. b4? { [%eval -1.33] } 10... b5? { [%eval -0.2] } 11. Nc6 { [%eval -0.21] } 11... Qe8 { [%eval 0.17] } 12. Nxe7+ { [%eval -0.08] } 12... Qxe7 { [%eval -0.01] } 13. e5?! { [%eval -0.76] } 13... Nd5?! { [%eval 0.18] } 14. Nxd5 { [%eval -0.17] } 14... exd5 { [%eval -0.17] } 15. Qxd5 { [%eval -0.18] } 15... Qxe5+?! { [%eval 0.34] } 16. Qxe5 { [%eval 0.23] } 16... dxe5 { [%eval 0.53] } 17. O-O { [%eval 0.39] } 17... Bb7 { [%eval 0.5] } 18. f3?! { [%eval -0.09] } 18... Rad8?! { [%eval 0.87] } 19. a4 { [%eval 0.85] } 19... Bc6 { [%eval 0.95] } 20. a5?! { [%eval 0.33] } 20... f5?! { [%eval 1.11] } 21. Bb2 { [%eval 0.65] } 21... e4 { [%eval 0.63] } 22. fxe4 { [%eval 0.44] } 22... Bxe4 { [%eval 0.66] } 23. Rae1 { [%eval 0.5] } 23... Bxd3 { [%eval 0.81] } 24. cxd3 { [%eval 0.55] } 24... g6?! { [%eval 1.25] } 25. Re6 { [%eval 1.23] } 25... Ra8?! { [%eval 1.76] } 26. d4? { [%eval 0.0] } 26... Nf6 { [%eval 0.0] } 27. Rf4? { [%eval -1.07] } 27... Nd5 { [%eval -0.79] } 28. Rfe4?? { [%eval -8.02] } 28... Nxb4?? { [%eval -1.09] } 29. Re7?? { [%eval -7.85] } 29... fxe4 { [%eval -7.62] } 0-1
 Classical ,REVOLUTION2016,Zozma,1-0,1608,1810,17.0,-36.0,B01,300+8,Normal,1. e4 d5 2. e5 Nc6 3. Bb5 Bd7 4. Bxc6 Bxc6 5. d4 e6 6. a3 Bb5 7. Nc3 Ba6 8. Nf3 f6 9. Na2 fxe5 10. Nxe5 Bd6 11. Qh5+ g6 12. Qg5 Qxg5 13. Bxg5 c5 14. Nf3 h6 15. Bd2 Nf6 16. O-O-O Ne4 17. Be3 cxd4 18. Nxd4 Kd7 19. Rhe1 g5 20. f3 Nf6 21. Bf2 Rac8 22. Rxe6 Rhf8 23. Rde1 Bc5 24. b4 Bxd4 25. Bxd4 Nh5 26. Rxh6 Nf4 27. Bxa7 Nxg2 28. Re5 Bc4 29. Bc5 Rxf3 30. Rh7+ Kc6 31. Rxg5 Bxa2 32. Rxg2 Rf1+ 33. Kb2 Bc4 34. Rh6+ Kb5 35. Rb6+ Ka4 36. Rxb7 Rh1 37. Ra7+ Kb5 38. Rgg7 Rxh2 39. Rgb7+ Kc6 40. Rb6# 1-0
 Classical ,offcenter,viktor1602,0-1,1428,1958,-2.0,1.0,C62,1200+3,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. Nc3 a6 5. Bxc6+ bxc6 6. d3 Bg4 7. O-O Be7 8. Be3 Nf6 9. h3 Bh5 10. Qd2 O-O 11. Bg5 Qd7 12. g4 Bxg4 13. hxg4 Qxg4+ 14. Kh2 Qxf3 15. Rg1 Rae8 16. Rg3 Ng4+ 17. Kh3 Nxf2+ 18. Kh4 Bxg5+ 19. Qxg5 Qf4+ 20. Qg4 Nxg4 21. Rxg4 Qf2+ 0-1
 Classical ,burak1071,thejas,1-0,1623,1808,17.0,-16.0,C00,600+0,Normal,1. e4 e6 2. e5 c5 3. c3 Nc6 4. f4 Nge7 5. g3 Nf5 6. Bh3 Be7 7. Bxf5 exf5 8. d4 cxd4 9. cxd4 Bb4+ 10. Nc3 Qa5 11. Qd2 Bxc3 12. Qxc3 Qxc3+ 13. bxc3 O-O 14. Nf3 Re8 15. O-O b6 16. a4 Ba6 17. Re1 Na5 18. Nd2 Rac8 19. Bb2 Nc4 20. Nxc4 Bxc4 21. a5 b5 22. h4 h5 23. Kf2 a6 24. Ba3 Bb3 25. Bc5 Re6 26. Rab1 Bc4 27. Rb4 Rcc6 28. Rc1 d6 29. Bxd6 Rcxd6 30. exd6 Rxd6 31. Rb2 Re6 32. Re1 g6 33. Rxe6 fxe6 34. Rb1 Kf7 35. Re1 Ke7 36. Re5 Kd6 37. Rc5 Kd7 38. Ke3 Kd6 39. Rc8 Ke7 40. Ra8 Kf6 41. Rxa6 b4 42. Rc6 Bd5 43. cxb4 Bxc6 44. a6 Ke7 45. Kd3 Kd7 46. Kc4 Kc7 47. Kc5 Bd5 48. b5 Kb8 49. b6 Ka8 50. Kd6 Kb8 51. a7+ Ka8 52. Kc7 Bb7 53. Kd6 Bd5 54. Ke7 Kb7 55. Kf6 Kxb6 56. Kxg6 Kxa7 57. Kxh5 Kb6 58. Kg5 Kb5 59. h5 Kc4 60. h6 Kxd4 61. h7 1-0
 Classical ,danielgrgurevic,Jonathan170,0-1,1313,2110,-3.0,1.0,A41,120+9,Normal,1. d4 d6 2. Nf3 Nd7 3. e4 f6 4. Nbd2 e5 5. b3 g6 6. Bb2 Bg7 7. Bb5 c6 8. Ba4 b5 9. Bxb5 cxb5 10. Qe2 a6 11. a4 b4 12. Nc4 Nb6 13. Rd1 Bg4 14. h3 Bxf3 15. Qxf3 Nxc4 16. Ba1 Nb6 17. dxe5 fxe5 18. O-O Ne7 19. Qe3 O-O 20. c3 Nc6 21. cxb4 Nxb4 22. f4 Nc2 23. Qd2 Nxa1 24. fxe5 Rxf1+ 25. Kh2 Rxd1 26. Qxd1 Bxe5+ 27. g3 Qg5 28. Qxd6 Qxg3+ 29. Kh1 Qxh3+ 30. Kg1 Bxd6 31. e5 Bc5# 0-1
 Classical ,pboddu,ROman0810,0-1,1658,1945,-4.0,4.0,B01,300+5,Normal,1. e4 d5 2. exd5 Qxd5 3. d4 Qe4+ 4. Ne2 Bf5 5. Nd2 Qxc2 6. Qxc2 Bxc2 7. Nf3 f6 8. Nc3 e6 9. d5 exd5 10. Nxd5 Bd6 11. Bc4 Ne7 12. O-O Nbc6 13. Re1 O-O-O 14. Nxe7+ Bxe7 15. Be6+ Kb8 16. Bd5 Rxd5 17. Be3 Rhd8 18. h3 Bb4 19. Bxa7+ 0-1
 Classical ,ghahat,Pirata96,0-1,1518,1868,-3.0,2.0,C50,600+0,Time forfeit,1. e4 Nc6 2. Nf3 e5 3. Bc4 a6 4. d3 h6 5. d4 exd4 6. Nxd4 Nxd4 7. Qxd4 Ne7 8. Qe3 d6 9. Qf3 Be6 10. Bxe6 fxe6 11. Qh5+ g6 12. Qh3 Qd7 13. Qb3 O-O-O 14. Be3 Nc6 15. Qc3 Rg8 16. Qd2 g5 17. Qc3 Bg7 18. Qa3 Ne5 19. Bd4 Nc4 20. Qc3 Bxd4 21. Qxd4 d5 22. Qa7 Qb5 23. Qd4 e5 24. Qc3 d4 25. Qb3 Qa5+ 26. c3 Nd6 27. Qe6+ Kb8 28. Qxh6 Nxe4 29. O-O dxc3 30. Nxc3 Nxc3 31. bxc3 Qxc3 32. Rad1 Rde8 33. Qf6 Ref8 34. Qe7 Re8 35. Qf7 Qa5 36. Rd7 e4 37. Rc1 Rc8 38. Rcd1 e3 39. fxe3 Qb6 40. Re7 Rgf8 41. Rdd7 Qb1+ 0-1
 Classical ,DonaldTrump,Glay,0-1,1680,1809,-7.0,8.0,A53,300+8,Normal,1. d4 d6 2. c4 c6 3. Nc3 Nf6 4. g3 g6 5. Bg2 Bg7 6. e4 O-O 7. Nge2 Bg4 8. O-O a6 9. f3 Be6 10. a3 Bxc4 11. b3 Bxe2 12. Nxe2 b5 13. b4 Nbd7 14. Be3 Nb6 15. d5 cxd5 16. Bxb6 Qxb6+ 17. Qd4 Qxd4+ 18. Nxd4 dxe4 19. fxe4 Nxe4 20. Bxe4 Bxd4+ 21. Kg2 Bxa1 22. Bxa8 Rxa8 23. Rxa1 Rc8 0-1
 Classical ,Alex_Jikai,argentariy,1-0,1612,1831,18.0,-17.0,B00,660+11,Normal,1. e4 b6 2. d3 Bb7 3. Ne2 g6 4. Nbc3 Bg7 5. g3 Nc6 6. Bg2 e6 7. h4 h5 8. Bf4 e5 9. Bg5 f6 10. Be3 Qe7 11. a3 O-O-O 12. d4 exd4 13. Nxd4 Ne5 14. Nd5 Bxd5 15. exd5 Nh6 16. Nb5 a6 17. d6 Qe6 18. Nxc7 Qc4 19. b3 Qc3+ 20. Bd2 Qc5 21. Bb4 Nf3+ 22. Qxf3 Qe5+ 23. Qe4 Qxa1+ 24. Kd2 1-0
 Classical ,mcmicken0,Isimotsu,1/2-1/2,1680,1906,7.0,-6.0,A46,300+8,Normal,1. d4 Nf6 2. Nf3 d6 3. Bf4 g6 4. e3 Bg7 5. Nbd2 O-O 6. c4 Re8 7. Be2 Nh5 8. Bg5 Nd7 9. g4 Nhf6 10. h3 Nf8 11. O-O Ne6 12. Bxf6 exf6 13. b4 Ng5 14. Nxg5 fxg5 15. a4 Qe7 16. Bf3 Rb8 17. c5 dxc5 18. bxc5 b6 19. cxb6 cxb6 20. Ne4 Bb7 21. Nd2 a6 22. Bxb7 Rxb7 23. Nf3 f6 24. Qb3+ Kh8 25. Rfc1 Qd7 26. Rc2 Reb8 27. Rac1 b5 28. axb5 axb5 29. e4 Bf8 30. e5 Be7 31. d5 fxe5 32. Nxe5 Qe8 33. Nc6 Ra8 34. Nxe7 Qxe7 35. Rc8+ Rxc8 36. Rxc8+ Kg7 37. Qc3+ Kh6 38. Qc6 Qe1+ 39. Kg2 Qe4+ 40. Kg1 Qe1+ 41. Kg2 Qe4+ 42. Kg1 Qe1+ 1/2-1/2
 Classical ,danielmur92,Moillejon,0-1,1525,1820,-6.0,3.0,C62,300+5,Normal,1. e4 e5 2. Nf3 Nc6 3. Bb5 d6 4. b3 Bg4 5. h3 Bh5 6. d3 Ne7 7. Nbd2 a6 8. Bc4 Nd4 9. O-O Qd7 10. c3 Nxf3+ 11. Nxf3 f5 12. Re1 f4 13. Qd2 b5 14. Bd5 Nxd5 15. exd5 Bxf3 16. gxf3 Qxh3 17. d4 Qxf3 18. dxe5 Qg4+ 19. Kf1 f3 20. exd6+ Kd7 21. dxc7 Qg2# 0-1
 Classical ,juliuselpeon,Jonathan170,0-1,1438,2111,0.0,0.0,B07,120+9,Normal,1. e4 d6 2. d4 Nd7 3. Bd3 f6 4. Be3 e5 5. d5 g6 6. c4 Bg7 7. Nd2 Ne7 8. b4 f5 9. Nb3 O-O 10. Bg5 h6 11. Bd2 fxe4 12. Bxe4 Nf6 13. Qe2 Nxe4 14. Qxe4 Bf5 15. Qe2 c6 16. Nf3 e4 17. Nfd4 cxd5 18. O-O dxc4 19. Qxc4+ d5 20. Qe2 Nc6 21. Nxf5 gxf5 22. Rad1 f4 23. b5 Ne5 24. Ba5 b6 25. Be1 f3 26. gxf3 Nxf3+ 27. Kh1 Qh4 28. Qxf3 Rxf3 29. Rxd5 Rh3 30. Nd2 Rxh2+ 31. Kg1 Rh1+ 32. Kg2 Rxf1 33. Kxf1 Rf8 34. Nxe4 Qxe4 35. Rd2 Qh1+ 36. Ke2 Re8+ 37. Kd3 Rxe1 38. Kc4 Qe4+ 39. Kb3 Rb1+ 40. Ka3 h5 41. Rb2 Rf1 42. Rb4 Qxb4+ 43. Kxb4 Rxf2 44. a4 h4 45. a5 h3 46. axb6 h2 47. Kc5 h1=Q 48. bxa7 Kh7 49. Kb6 Qc1 50. Kb7 Rb2 51. a8=Q Rxb5+ 52. Ka7 Bd4+ 53. Ka6 Rb6+ 54. Ka7 Rb3+ 55. Ka6 Qa3# 0-1
